generation_rule_id,source_rule_id,generation_tier,label,concept,relation,semantic_family,attribute_key,anchor_hint,allowed_categories,generation_action,required_postcondition,selection_reason,category,attribute_key_source,observed_attribute_key_support,top_observed_attribute_keys,all_pair_support,all_label0,all_label1,all_occurrence_target_probability,singleton_support,singleton_label0,singleton_label1,singleton_target_probability,discovery_singleton_support,validation_singleton_support,example_pair_ids,example_value_pairs
gen_stat_4ccfc23c5e79364d,stat_4ccfc23c5e79364d,STAT_LABEL0_MIN2_P80,0,length,different_value,statistical_atomic_difference,Длина,"Создай товар, где характеристику «Длина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Канцелярские товары'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Канцелярские товары,override,1,"[{'attribute_key': 'длина предмета', 'support': 1}, {'attribute_key': 'длина корпуса, мм', 'support': 1}, {'attribute_key': 'длина, см', 'support': 1}]",24,22,2,0.9166666666666666,2,2,0,1.0,2,0,rp_e4521816ab5a157bef84c085;rp_52ec7d5fa1866f0c7486de8e;rp_302ce964078214abf6da05f4,45м | 200 мм | 1000
gen_stat_0a36aff82f2fc1b2,stat_0a36aff82f2fc1b2,STAT_LABEL0_MIN2_P80,0,paper_density,different_value,statistical_atomic_difference,Плотность бумаги,"Создай товар, где характеристику «Плотность бумаги» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Канцелярские товары'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Канцелярские товары,override,1,"[{'attribute_key': 'плотность бумаги, г/м2', 'support': 1}, {'attribute_key': 'плотность бумаги', 'support': 1}]",27,23,4,0.8518518518518519,2,2,0,1.0,2,0,rp_eaa93077f219b0063d6e5657;rp_931903ff8e9fc7d4a67f6cb7;rp_3998daaf023be0f15eb194d8,65 г/м2 | 180гм2 | 65 г/м2
gen_stat_5ac730854ab74fdf,stat_5ac730854ab74fdf,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,size,different_value,statistical_atomic_difference,Размер,"Создай товар, где характеристику «Размер» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Канцелярские товары'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Канцелярские товары,override,1,"[{'attribute_key': 'размер зажима, мм', 'support': 1}]",39,38,1,0.9743589743589743,3,3,0,1.0,2,1,rp_27c0b2794b4b0f1bd7ef0750;rp_fb9298233e31a99bb40a97de;rp_967c401e70602bcec936eef8,240х320 мм | 100х100 мм | 154 х 165 см
gen_stat_8073ba232b7b406b,stat_8073ba232b7b406b,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,staple_size,different_value,statistical_atomic_difference,размер скоб,"Создай товар, где характеристику «размер скоб» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Канцелярские товары'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Канцелярские товары,dominant_singleton_evidence,3,"[{'attribute_key': 'размер скоб', 'support': 3}]",2,2,0,1.0,2,2,0,1.0,1,1,rp_29df99e91c6abbfd5de34550;rp_099a648772822cb2d62b2ffa,23/23 | 24/6
gen_stat_94baa5f527a0008c,stat_94baa5f527a0008c,STAT_LABEL0_MIN2_P80,0,weight,different_value,statistical_atomic_difference,Вес изделия,"Создай товар, где характеристику «Вес изделия» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Канцелярские товары'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Канцелярские товары,override,0,[],49,42,7,0.8571428571428571,2,2,0,1.0,2,0,rp_6d51d75404b4a99d7b30f663;rp_7f61bfe8ba1f70804253a145;rp_3f11d935a2e3bd732bcbbf82,0.93 кг | 0.59 кг | 5 кг
gen_stat_39d00690a839dcd4,stat_39d00690a839dcd4,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,curl,different_value,statistical_atomic_difference,изгиб ресниц,"Создай товар, где характеристику «изгиб ресниц» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Красота и гигиена'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Красота и гигиена,dominant_singleton_evidence,8,"[{'attribute_key': 'изгиб ресниц', 'support': 8}, {'attribute_key': 'изгиб', 'support': 1}]",94,93,1,0.9893617021276596,8,8,0,1.0,7,1,rp_3ef1998ac19da2ada11d81d9;rp_2ee631aa055b3a15e6100f25;rp_8875bbcf7e4bc6296f8730de,cc | l | m
gen_stat_43be885a48aa2d01,stat_43be885a48aa2d01,STAT_LABEL0_UNANIMOUS_OVERRIDE,0,ingredients,different_value,statistical_atomic_difference,Состав,"Создай товар, где характеристику «Состав» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. В частности, не указывай состав, сырьё, конструкцию или назначение, которые верны только для исходного значения.",['Красота и гигиена'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",unanimous_singleton_override,Красота и гигиена,override,2,"[{'attribute_key': 'состав', 'support': 2}]",59,38,21,0.6440677966101694,2,2,0,1.0,2,0,rp_421d2e3825b21ca67a8de628;rp_a876ce18d7364ca122cb080f;rp_247b8356ff668ea34de71b0d,"уголь, лакрица | питательные элементы,косметическая основа 50% | вода, лимонная кислота, линалоол, аргановое масло, ферменты, пантенол, кокамидопропил бетаин, полисорбат 20, макадамии масло, розмарин, бензоат натрия"
gen_stat_6a1f354f7ae1c2fe,stat_6a1f354f7ae1c2fe,STAT_LABEL0_MIN2_P80,0,length,different_value,statistical_atomic_difference,Длина,"Создай товар, где характеристику «Длина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Красота и гигиена'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Красота и гигиена,override,2,"[{'attribute_key': 'длина ресниц, мм', 'support': 2}, {'attribute_key': 'длина ресниц', 'support': 1}]",93,93,0,1.0,5,5,0,1.0,5,0,rp_8875bbcf7e4bc6296f8730de;rp_37b1c6cc20f0bc8ba9355646;rp_907d51d617ea3fda74a01caa,8 | 7 мм | 6 мм
gen_stat_7b9fa574322ba913,stat_7b9fa574322ba913,STAT_LABEL0_MIN2_P80,0,length_mm,different_value,statistical_atomic_difference,Длина,"Создай товар, где характеристику «Длина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Красота и гигиена'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Красота и гигиена,override,2,"[{'attribute_key': 'длина ресниц', 'support': 2}]",19,19,0,1.0,2,2,0,1.0,2,0,rp_d7cc85c9c70afe54cbc35f3d;rp_fae3f7ca849a0a976fea203b;rp_afea46a0dd17c77177f5f747,13 | 10 | 10
gen_stat_0d4a44b88e72ee15,stat_0d4a44b88e72ee15,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,model,different_value,statistical_atomic_difference,Модель,"Создай товар, где характеристику «Модель» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Красота и гигиена'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Красота и гигиена,override,1,"[{'attribute_key': 'модель', 'support': 1}]",198,178,20,0.898989898989899,23,22,1,0.9565217391304348,20,3,rp_e2e7799e087c3620fcc0458b;rp_cf4f73a9d226fee40bf752bc;rp_a2528db7f16468eb2becac87,be yourself born to glow | arabian passion | mg3710/15
gen_stat_f49b51b98118f76e,stat_f49b51b98118f76e,STAT_LABEL0_MIN2_P80,0,package_quantity,different_value,statistical_atomic_difference,Количество в упаковке,"Создай товар, где характеристику «Количество в упаковке» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Не дублируй количество в комплектации или других числовых полях; целевое значение относится именно к числу одинаковых единиц товара.",['Красота и гигиена'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Красота и гигиена,override,27,"[{'attribute_key': 'единиц в одном товаре', 'support': 27}, {'attribute_key': 'комплектация', 'support': 12}, {'attribute_key': 'количество предметов в упаковке', 'support': 7}, {'attribute_key': 'количество в упаковке, шт', 'support': 5}, {'attribute_key': 'количество в упаковке, шт.', 'support': 2}]",182,163,19,0.8956043956043956,47,42,5,0.8936170212765957,39,8,rp_94f68726dfa2c7af52b35bb7;rp_5f12d2462f8d2e47546e3c66;rp_e3c6ebaa12435596ff0e0a9d,24 шт прокладок | 2 шт | 1
gen_stat_315cedabd504dc26,stat_315cedabd504dc26,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,thickness,different_value,statistical_atomic_difference,Толщина,"Создай товар, где характеристику «Толщина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Красота и гигиена'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Красота и гигиена,static_pair_rule_mapping,1,"[{'attribute_key': 'толщина ресниц, мм', 'support': 1}, {'attribute_key': 'толщина ресниц', 'support': 1}]",69,69,0,1.0,2,2,0,1.0,1,1,rp_2ee631aa055b3a15e6100f25;rp_92fa00e1a02fadac91457b1d;rp_c9ad719407774d36533e942c,"0.10 | 0,10 | 0,15 мм"
gen_stat_2a0863ca41a55dba,stat_2a0863ca41a55dba,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,color,different_value,statistical_atomic_difference,Цвет товара,"Создай товар, где характеристику «Цвет товара» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Мебель'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Мебель,override,91,"[{'attribute_key': 'цвет товара', 'support': 91}, {'attribute_key': 'название цвета', 'support': 11}, {'attribute_key': 'цвет', 'support': 9}, {'attribute_key': 'цвет обивки', 'support': 2}, {'attribute_key': 'цвет корпуса', 'support': 1}]",1625,1433,192,0.8818461538461538,69,57,12,0.8260869565217391,55,14,rp_91d000514a4160014fc4e996;rp_5c0091460e160b2f734944ae;rp_d5f91436e62f3ef8b98181dd,белое стекло | ясень анкор светлый | береза
gen_stat_d21d4443526c32e6,stat_d21d4443526c32e6,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,model,different_value,statistical_atomic_difference,Модель,"Создай товар, где характеристику «Модель» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Мебель'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Мебель,override,1,"[{'attribute_key': 'артикул', 'support': 1}, {'attribute_key': 'артикул производителя', 'support': 1}]",570,513,57,0.9,6,6,0,1.0,4,2,rp_d55e0dc8a3101ceb30376a6c;rp_d38d22578678f613adf36385;rp_82d822485fae1f69f5b0f6a0,mary | samurai kl-1.04 mpes b-edition | клайд
gen_stat_dd5f8a274e82f18d,stat_dd5f8a274e82f18d,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,orientation,different_value,statistical_atomic_difference,Ориентация,"Создай товар, где характеристику «Ориентация» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Мебель'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Мебель,static_pair_rule_mapping,1,"[{'attribute_key': 'ориентация', 'support': 1}]",151,140,11,0.9271523178807947,2,2,0,1.0,1,1,rp_048d7fd22bc3aa7f1bcb9509;rp_2501e486ceed153c22c3febc;rp_07c59c27036d7c6b222b7d24,левый | универсальное | правый
gen_stat_cdb1b2cbce63750b,stat_cdb1b2cbce63750b,STAT_LABEL0_MIN2_P80,0,package_quantity,different_value,statistical_atomic_difference,Количество в упаковке,"Создай товар, где характеристику «Количество в упаковке» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Не дублируй количество в комплектации или других числовых полях; целевое значение относится именно к числу одинаковых единиц товара.",['Мебель'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Мебель,override,1,"[{'attribute_key': 'количество в комплекте, шт.', 'support': 1}]",30,29,1,0.9666666666666667,3,3,0,1.0,3,0,rp_3d84d658b60cc329098e5f0c;rp_28248313f56a8cd64d698f67;rp_d77181ce9cd57f3caeb75090,1 | 2 шт. | 2 шт.
gen_stat_aad8fb1ebbd5fa2a,stat_aad8fb1ebbd5fa2a,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,sink_included,different_value,statistical_atomic_difference,раковина в комплекте,"Создай товар, где характеристику «раковина в комплекте» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Мебель'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Мебель,dominant_singleton_evidence,4,"[{'attribute_key': 'раковина в комплекте', 'support': 4}]",16,13,3,0.8125,2,2,0,1.0,1,1,rp_a93762602eedb5acbfa5e6d8;rp_0a7ce1971a7873f7040eaaff;rp_97b53b0c655b30100d790abb,нет | нет | да
gen_stat_18eef310e34d5d8c,stat_18eef310e34d5d8c,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,width,different_value,statistical_atomic_difference,Ширина,"Создай товар, где характеристику «Ширина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Мебель'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Мебель,override,3,"[{'attribute_key': 'ширина, см', 'support': 3}, {'attribute_key': 'ширина, мм', 'support': 2}, {'attribute_key': 'размеры', 'support': 1}, {'attribute_key': 'ширина', 'support': 1}]",1099,1018,81,0.9262966333030027,6,5,1,0.8333333333333334,5,1,rp_82d822485fae1f69f5b0f6a0;rp_0d84c82bd8438e82ea745454;rp_c4e2c392b2a5264eba8fb6ee,153 см | 100 см | 224
gen_stat_00ec7d1e1c51028b,stat_00ec7d1e1c51028b,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,diameter,different_value,statistical_atomic_difference,Диаметр,"Создай товар, где характеристику «Диаметр» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Характеристика должна относиться к самому товару, а не к упаковке, доставке или приблизительному диапазону.",['Музыкальные инструменты'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Музыкальные инструменты,static_pair_rule_mapping,0,[],52,50,2,0.9615384615384616,3,3,0,1.0,1,2,rp_c9f02adf55afd2057f6d186e;rp_9a78ab897db84246b7e5fb81;rp_4c963c09ed7f380acbd0b003,"14"" | 14"", 16"", 20"", 6"" | 16"""
gen_stat_28b6d7c7470b183f,stat_28b6d7c7470b183f,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,gauge,different_value,statistical_atomic_difference,Калибр струн,"Создай товар, где характеристику «Калибр струн» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Музыкальные инструменты'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Музыкальные инструменты,override,12,"[{'attribute_key': 'калибр струн', 'support': 12}, {'attribute_key': 'калибр', 'support': 5}, {'attribute_key': 'размеры, мм', 'support': 1}]",179,161,18,0.8994413407821229,26,21,5,0.8076923076923077,20,6,rp_0993a0eae9259c4602217f48;rp_7bc977f551ffb159473c5b4a;rp_f91db8b355847dd4f7a5be6f,42 | .022 | .010 - .047
gen_stat_02fa78fa983d4366,stat_02fa78fa983d4366,STAT_LABEL0_MIN2_P80,0,guitar_type,different_value,statistical_atomic_difference,тип,"Создай товар, где характеристику «тип» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. В частности, не указывай состав, сырьё, конструкцию или назначение, которые верны только для исходного значения.",['Музыкальные инструменты'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Музыкальные инструменты,dominant_singleton_evidence,4,"[{'attribute_key': 'тип', 'support': 4}, {'attribute_key': 'назначение муз. аксессуара', 'support': 4}, {'attribute_key': 'назначение', 'support': 2}, {'attribute_key': 'назначение струн', 'support': 1}]",127,118,9,0.9291338582677166,12,10,2,0.8333333333333334,10,2,rp_f18c6ab9c31ceafbf52d1252;rp_5873f503dcfe4c7f32a37fc1;rp_7f5a22ca831183c79bf87965,акустическая гитара | классическая гитара | электрогитара
gen_stat_9e5cd37ba3356156,stat_9e5cd37ba3356156,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,model,different_value,statistical_atomic_difference,Модель,"Создай товар, где характеристику «Модель» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Музыкальные инструменты'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Музыкальные инструменты,override,16,"[{'attribute_key': 'модель', 'support': 16}, {'attribute_key': 'партномер', 'support': 8}, {'attribute_key': 'бренд', 'support': 1}, {'attribute_key': 'маркировка', 'support': 1}]",1347,1275,72,0.9465478841870824,211,195,16,0.9241706161137441,164,47,rp_dce2dc381cac8f63a235a036;rp_f18c6ab9c31ceafbf52d1252;rp_164f3815466ac971039bd3c5,dp 300 | m15c-gg | ftc-21
gen_stat_55d6a647b28985e0,stat_55d6a647b28985e0,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,size,different_value,statistical_atomic_difference,Размер,"Создай товар, где характеристику «Размер» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Музыкальные инструменты'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Музыкальные инструменты,override,5,"[{'attribute_key': 'размер', 'support': 5}, {'attribute_key': 'размер инструмента', 'support': 2}, {'attribute_key': 'размер скрипки', 'support': 1}]",118,107,11,0.9067796610169492,15,14,1,0.9333333333333333,12,3,rp_4da34b0d2aaac515dbe60fda;rp_f9dd520080f68965cd94e52c;rp_6f0db1058b0d870178c541ac,1/4 | 1/4 | 4/4
gen_stat_1dcf250ec4eb5625,stat_1dcf250ec4eb5625,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,string_count,different_value,statistical_atomic_difference,Количество струн,"Создай товар, где характеристику «Количество струн» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Музыкальные инструменты'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Музыкальные инструменты,override,1,"[{'attribute_key': 'количество предметов в упаковке', 'support': 1}, {'attribute_key': 'количество струн в упаковке', 'support': 1}, {'attribute_key': 'комплектация', 'support': 1}]",112,107,5,0.9553571428571429,9,8,1,0.8888888888888888,8,1,rp_98cdc330be220fb1a7612408;rp_37dab9a6ccfeb9e8f1133b9f;rp_888d648462a97b72e4733403,4 шт. | 11 | 4
gen_stat_e7fd37902bdd5762,stat_e7fd37902bdd5762,STAT_LABEL0_MIN2_P80,0,thickness,different_value,statistical_atomic_difference,Толщина,"Создай товар, где характеристику «Толщина» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Музыкальные инструменты'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Музыкальные инструменты,static_pair_rule_mapping,1,"[{'attribute_key': 'толщина (мм)', 'support': 1}]",10,9,1,0.9,3,3,0,1.0,3,0,rp_5fd15fd08c11f1e0a2b6007e;rp_56b386e674621b2f0d22b6e0;rp_aa98a339f850b4daee6a82a2,"0.75мм | 0,9 мм | 7.5 мил"
gen_stat_dafd66bcb6413ec4,stat_dafd66bcb6413ec4,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,brand,different_value,statistical_atomic_difference,Бренд,"Создай товар, где характеристику «Бренд» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Обувь'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Обувь,override,6,"[{'attribute_key': 'бренд в одежде и обуви', 'support': 6}]",796,777,19,0.9761306532663316,7,6,1,0.8571428571428571,6,1,rp_eddf750bc52a856ba02c55c0;rp_da205c5d5531761f7811a4ea;rp_558904290a2057d38ea271d5,o`shade | тофа | timejump
gen_stat_d210f800d6be6d76,stat_d210f800d6be6d76,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,color,different_value,statistical_atomic_difference,Цвет товара,"Создай товар, где характеристику «Цвет товара» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Обувь'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Обувь,override,17,"[{'attribute_key': 'цвет товара', 'support': 17}, {'attribute_key': 'цвет', 'support': 7}]",1633,1519,114,0.9301898346601347,14,13,1,0.9285714285714286,13,1,rp_fb80377aafad3bd9d3520fc1;rp_83e20d1208127726abd52a85;rp_da205c5d5531761f7811a4ea,темно-серый | кремовый | черный
gen_stat_7865ae78a6ba8151,stat_7865ae78a6ba8151,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,country_of_origin,different_value,statistical_atomic_difference,Страна производства,"Создай товар, где характеристику «Страна производства» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. Бренд и модель не должны содержать название страны или явно противоречить обеим допустимым странам производства.",['Обувь'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Обувь,override,2,"[{'attribute_key': 'страна производства', 'support': 2}, {'attribute_key': 'страна-изготовитель', 'support': 1}, {'attribute_key': 'страна бренда', 'support': 1}]",504,484,20,0.9603174603174603,2,2,0,1.0,1,1,rp_eddf750bc52a856ba02c55c0;rp_b3bff2fda23f0b84d48d3fd9;rp_65f21607abdf57a70eb1d007,китай | россия | китай
gen_stat_30fb73c9b6a73f1a,stat_30fb73c9b6a73f1a,STAT_LABEL0_MIN2_P80,0,color,different_value,statistical_atomic_difference,Цвет товара,"Создай товар, где характеристику «Цвет товара» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Продукты питания'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Продукты питания,override,0,[],38,35,3,0.9210526315789473,2,2,0,1.0,2,0,rp_6b0541aa495f60c6e8bad1eb;rp_4e89499aeb448ec119018a04;rp_088da894819fdfb8f2e3c3d0,"молочный | разноцветный | бирюза, красный, серебро"
gen_stat_258445e6b449238f,stat_258445e6b449238f,STAT_LABEL0_CROSS_SPLIT_MIN2_P80,0,flavor,different_value,statistical_atomic_difference,Вкус,"Создай товар, где характеристику «Вкус» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены. В частности, не указывай состав, сырьё, конструкцию или назначение, которые верны только для исходного значения.",['Продукты питания'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",cross_split_p80,Продукты питания,override,6,"[{'attribute_key': 'вкус', 'support': 6}, {'attribute_key': 'название вкуса', 'support': 2}, {'attribute_key': 'вкус сиропа', 'support': 1}, {'attribute_key': 'вкус (соки, нектары и морсы)', 'support': 1}]",312,291,21,0.9326923076923077,19,17,2,0.8947368421052632,15,4,rp_ddd768d2e238343df4557dcd;rp_ae90af2ba531aaa90b6da8f6;rp_c99469610b48bb68ca48ffe3,сырный | вишня | рамунэ
gen_stat_00fb956aab5b7516,stat_00fb956aab5b7516,STAT_LABEL0_MIN2_P80,0,model,different_value,statistical_atomic_difference,Модель,"Создай товар, где характеристику «Модель» можно изменить независимо. Не добавляй другие атрибуты, которые логически фиксируют её значение или станут противоречивыми после замены.",['Продукты питания'],"Replace exactly this explicit attribute with a different, realistic value for the same concrete product subtype.","Change only this attribute; preserve product subtype and all unrelated facts, and update every title mention consistently.",singleton_and_all_occurrence_p80,Продукты питания,override,0,[],96,91,5,0.9479166666666666,4,4,0,1.0,4,0,rp_951d9169c770acd97c7f16bb;rp_d313f7de7e0a134ac55f6be8;rp_860be3eafe7589cc34999fa5,№82 | menghai xiao gong | cereal шоколадные шарики
